Institution,main_office,branch_name,branch_number,established_date,street_address,City,County,State,Zipcode,2010_Deposits,2011_Deposits,2012_Deposits,2013_Deposits,2014_Deposits,2015_Deposits,2016_Deposits,row_num
JPM Chase Bank,0,Bloomingdales Branch,63,1915-08-02,770 Lexington Avenue,New York City,New York,NY,10065,273852,284524,295659,301179,365023,356922,353925,1
JPM Chase Bank,0,Bloomington Downtown Branch,3171,1968-05-28,413 E Washington,Bloomington,McLean,IL,61701,11533,13158,14552,16931,19868,23006,26787,1
JPM Chase Bank,0,Bloomington Il Main Branch,3170,1902-05-02,2404 East Oakland,Bloomington,McLean,IL,61701,138028,134617,143795,161848,187242,184926,205044,1
JPM Chase Bank,0,Bloomington In Main Branch,2972,1871-09-14,100 South College Avenue,Bloomington,Monroe,IN,47404,134598,148601,169224,193268,207301,222745,240075,1
JPM Chase Bank,0,Bluebonnet Branch,2207,1978-06-12,6851 Bluebonnet Boulevard,Baton Rouge,East Baton Rouge,LA,70836,42252,46832,51316,57502,64863,67902,73646,1
JPM Chase Bank,0,Bluffton Branch,1740,1889-01-01,135 South Main Street,Bluffton,Allen,OH,45817,21346,26209,25709,26692,28944,33023,33894,1
JPM Chase Bank,0,Boardman Branch,1659,1968-02-26,380 Boardman-Canfield Road,Boardman,Mahoning,OH,44512,61259,67696,75198,84206,86248,92721,101166,1
JPM Chase Bank,0,Boca Chica Branch,1374,1965-05-10,2300 Boca Chica Boulevard,Brownsville,Cameron,TX,78521,81184,78928,81033,81829,82646,88701,91353,1
JPM Chase Bank,0,Bolingbrook Branch,1885,1992-05-01,150 West Boughton Road,Bolingbrook,Will,IL,60440,72092,77777,88831,95460,103056,116290,122675,1
JPM Chase Bank,0,Bonnabel Branch,2126,1988-06-30,1400 Veterans Boulevard,Metairie,Jefferson,LA,70005,84077,83686,83909,84903,88455,93581,100937,1
JPM Chase Bank,0,Boonton Branch,1195,1954-11-29,"530 Myrtle Avenue, A&p",Boonton,Morris,NJ,7005,53328,60372,59421,67595,116456,71961,73840,1
JPM Chase Bank,0,Boro Park Branch,483,1925-02-02,4901 Thirteenth Avenue,Brooklyn,Kings,NY,11219,372403,377184,382038,499734,577501,666093,850875,1
JPM Chase Bank,0,Boston and 4th Branch,3281,1895-07-29,321 S Boston,Tulsa,Tulsa,OK,74103,347773,333764,328126,301545,435028,350566,375922,1
JPM Chase Bank,0,Boston Drive-Up Branch,2167,1986-12-15,409 East Boston Street,Covington,St. Tammany,LA,70433,0,0,0,0,0,0,0,1
JPM Chase Bank,0,Boston Post Rd and Weaver Branch,698,1975-09-19,1350 Boston Post Road,Larchmont,Westchester,NY,10538,184207,181817,191224,193681,204713,220590,236461,1
JPM Chase Bank,0,Boulder Downtown Banking Branch,3182,2002-12-09,1301 Canyon Boulevard,Boulder,Boulder,CO,80302,303690,331659,348593,412092,432497,510236,592839,1
JPM Chase Bank,0,Bountiful Branch,2604,1975-09-08,510 South 200 West,Bountiful,Davis,UT,84010,73413,89115,96397,98265,102902,95468,119772,1
JPM Chase Bank,0,Bowen Drive-Up Facility Branch,2238,1973-08-23,1435 South Bowen Road,Arlington,Tarrant,TX,76013,0,0,0,0,0,0,0,1
JPM Chase Bank,0,Bowling Green Branch,3259,2002-09-16,924 Broadway Avenue,Bowling Green,Warren,KY,42101,16091,21002,21195,27602,31926,34532,40849,1
JPM Chase Bank,0,Boyne City Branch,2824,1979-03-16,1153 M-75 South,Boyne City,Charlevoix,MI,49712,30269,28487,27802,28484,30961,35087,46526,1
JPM Chase Bank,0,Boynton Avenue Branch,469,1927-04-14,1536 Westchester Avenue,Bronx,Bronx,NY,10472,38890,39441,45274,50041,56442,60162,61872,1
JPM Chase Bank,0,Breiel Branch,1716,1973-02-20,1401 South Breiel Boulevard,Middletown,Butler,OH,45044,46008,46704,48839,52328,56217,56198,59792,1
JPM Chase Bank,0,Breitenstrater Square Branch,1752,1965-04-29,1078 Patterson Road,Dayton,Montgomery,OH,45420,35408,35273,36190,38643,39098,41902,45755,1
JPM Chase Bank,0,Brenham Branch,2234,1883-07-11,303 North Market Street,Brenham,Washington,TX,77833,104059,102010,99813,104262,109760,115299,103784,1
JPM Chase Bank,0,Brentwood Branch,452,1936-12-01,1800 Brentwood Road,Brentwood,Suffolk,NY,11717,67617,71120,70120,77884,78620,81544,88342,1
JPM Chase Bank,0,Breton Meadows Branch,2816,1986-05-12,"4375 Breton Road, Se",Grand Rapids,Kent,MI,49512,37496,36690,40897,45634,52849,51545,49093,1
JPM Chase Bank,0,Breton-Burton Branch,2811,1971-09-20,"1935 Breton Road, S.E.",Grand Rapids,Kent,MI,49506,47590,48942,52985,56728,57381,61424,69659,1
JPM Chase Bank,0,Brewster Branch,883,1975-09-01,1511 Route 22,Brewster,Putnam,NY,10509,68427,70943,74226,74038,79445,85676,92206,1
JPM Chase Bank,0,Briargate Albertons Branch,3188,2003-02-26,8750 North Union Boulevard,Colorado Springs,El Paso,CO,80920,11604,12538,12976,16135,17908,18830,21073,1
JPM Chase Bank,0,Briarwood Branch,2733,1973-10-03,105 Briarwood Circle,Ann Arbor,Washtenaw,MI,48108,84410,93442,105310,113045,122650,177967,204679,1
JPM Chase Bank,0,Brice Road Branch,1537,1972-10-30,2025 Brice Road,Reynoldsburg,Franklin,OH,43068,29373,31510,33665,34187,34218,38655,39861,1
JPM Chase Bank,0,Bridgeport Boston Avenue Branch,1166,1958-11-06,123 Boston Avenue,Bridgeport,Fairfield,CT,6610,32025,33208,30830,34204,33075,36483,37338,1
JPM Chase Bank,0,Bridgeport Dixie Highway Branch,2836,1991-01-14,6310 Dixie Highway,Bridgeport,Saginaw,MI,48722,17765,19493,23151,22257,20517,20385,21128,1
JPM Chase Bank,0,Bridgeport Johnson Avenue Branch,1815,1987-08-17,1507 Johnson Avenue,Bridgeport,Harrison,WV,26330,47970,50567,52838,56201,61060,69961,65258,1
JPM Chase Bank,0,Bridgeport North End Branch,1139,1949-01-03,2125 Main Street,Bridgeport,Fairfield,CT,6606,91824,84917,84803,89759,87182,90983,93821,1
JPM Chase Bank,0,Bridgeport West Side Branch,1140,1962-04-02,1460 State Street,Bridgeport,Fairfield,CT,6605,16450,15577,15988,16648,17842,19279,20215,1
JPM Chase Bank,0,Bridgman Branch,2784,1959-10-01,4249 Lake Street,Bridgman,Berrien,MI,49106,25803,30986,32131,30181,32003,30831,30394,1
JPM Chase Bank,0,Brighton Beach Branch,845,1967-12-28,722 Brighton Beach Avenue,Brooklyn,Kings,NY,11235,279348,297397,287003,319340,316661,311404,320744,1
JPM Chase Bank,0,Brighton Grand River Branch,2842,1993-02-01,9858 East Grand River,Brighton,Livingston,MI,48116,111940,129433,139604,156017,166142,176389,198957,1
JPM Chase Bank,0,Brighton Monroe Branch,1055,1940-12-19,1755 Monroe Street,Rochester,Monroe,NY,14618,113164,117477,125416,138694,164521,159959,169879,1
JPM Chase Bank,0,Bristol Branch,2890,1971-07-12,7510 Bristol Road,Bristol,Kenosha,WI,53104,41540,45722,49287,53491,56862,63709,77757,1
JPM Chase Bank,0,Bristol Branch,3004,1981-06-15,308 Division Street,Bristol,Elkhart,IN,46507,14739,14312,15298,15775,16653,17561,21241,1
JPM Chase Bank,0,Broad Ripple Branch,2930,1925-07-22,706 Broad Ripple Avenue,Indianapolis,Marion,IN,46220,73695,74732,81454,88596,89166,96143,110693,1
JPM Chase Bank,0,Broad-Desoto Branch,2116,1964-10-23,1425 North Broad Street,New Orleans,Orleans,LA,70119,40503,41275,40557,43802,45718,48964,50988,1
JPM Chase Bank,0,Broadmoor Shreveport Branch,2047,1949-07-22,3303 Youree Drive,Shreveport,Caddo,LA,71105,68425,66991,68917,75264,81433,89554,96011,1
JPM Chase Bank,0,Broadmoorlafayette Branch,2101,1974-11-11,5233 Johnston Street,Lafayette,Lafayette,LA,70503,76276,77704,89242,99067,105662,117767,120837,1
JPM Chase Bank,0,Broadway & Alameda Albertson Branch,3117,1996-05-15,323 South Broadway,Denver,Denver,CO,80209,14866,17117,19327,24473,24435,27116,31126,1
JPM Chase Bank,0,Broadway & Wilmont Branch,2574,1996-10-15,6257 East Broadway Boulevard,Tucson,Pima,AZ,85711,122259,122119,120735,127663,122509,116631,119722,1
JPM Chase Bank,0,Broadway and 144th St Branch,526,1915-09-01,3515 Broadway,New York City,New York,NY,10031,52810,54194,62007,62872,73002,77545,80515,1
JPM Chase Bank,0,Broadway and 15th Branch,3269,1898-01-01,18 East 15th Street,Edmond,Oklahoma,OK,73013,46620,49499,53634,59315,64562,70615,74248,1
JPM Chase Bank,0,Broadway and 79th Street Branch,425,1969-10-01,2219 Broadway,New York City,New York,NY,10024,395943,412710,489051,516803,584403,555985,584026,1
JPM Chase Bank,0,Broadway and 96th Street Branch,512,1900-01-01,"2551 Broadway, 96th Street",New York City,New York,NY,10025,327054,336573,354604,385553,422699,441168,474228,1
JPM Chase Bank,0,Broadway and Country Club Branch,2448,1951-10-22,3033 East Broadway,Tucson,Pima,AZ,85716,133150,132548,133882,150761,150917,156267,158633,1
JPM Chase Bank,0,Broadway and Fulton Branch,794,1800-01-01,214 Broadway,New York City,New York,NY,10038,848998,875848,921054,988600,1001439,1011190,1498325,1
JPM Chase Bank,0,Broadway Branch,22,1926-07-12,5581 Broadway,Bronx,Bronx,NY,10463,113665,112165,122634,126619,124031,134475,131545,1
JPM Chase Bank,0,Broadway Center Branch,3039,1975-11-12,8585 Broadway,Merrillville,Lake,IN,46410,421006,438499,454172,474920,392511,381661,360377,1
JPM Chase Bank,0,Broadway Lispenard Branch,45,1922-08-01,407 Broadway,New York City,New York,NY,10013,150592,160595,204645,244811,275726,306902,333954,1
JPM Chase Bank,0,Broadway Lorain Branch,1600,1895-02-13,1949 Broadway,Lorain,Lorain,OH,44052,19815,18850,21432,22088,24116,25000,26526,1
JPM Chase Bank,0,Broadway-Flushing Branch,814,1800-01-01,163-20 Northern Boulevard,Flushing,Queens,NY,11358,160279,173182,166057,186743,201634,214746,246032,1
JPM Chase Bank,0,Brockport Branch,1056,1937-02-27,66 Main Street,Brockport,Monroe,NY,14420,38760,44085,51988,55870,57962,61165,60570,1
JPM Chase Bank,0,Brockway-Center Branch,2778,1977-11-28,1440 North Center Road,Saginaw,Saginaw,MI,48638,46722,70232,74607,70130,70393,81423,98479,1
JPM Chase Bank,0,Broken Arrow Branch,3290,1985-06-30,701 W. New Orleans Street,Broken Arrow,Tulsa,OK,74011,33764,33603,36835,35005,39136,38391,41481,1
JPM Chase Bank,0,Bronzeville Banking Center Branch,3333,2003-09-25,3500 South King Drive,Chicago,Cook,IL,60653,17779,21372,26279,29078,32779,36593,40237,1
JPM Chase Bank,0,Brookfield Branch,2868,1907-05-06,14900 West Capitol Drive,Brookfield,Waukesha,WI,53005,90882,104300,125038,125906,132501,137363,145054,1
JPM Chase Bank,0,Brookhaven Branch,3265,1983-11-14,3600 West Robinson Street,Norman,Cleveland,OK,73072,42788,46378,50160,55535,65619,72002,77883,1
JPM Chase Bank,0,Brooklyn Trust Branch,485,1950-10-16,177 Montague Street,Brooklyn,Kings,NY,11201,463182,448075,480266,543999,594112,611802,656295,1
JPM Chase Bank,0,Brookwood Branch,1648,1963-07-01,1331 Park Avenue West,Mansfield,Richland,OH,44906,30452,30890,34497,35924,42763,41798,44971,1
JPM Chase Bank,0,Broomfield Branch,3309,2002-11-18,2371 W 128th Avenue,Westminster,Adams,CO,80234,34809,38367,40623,43427,49026,53667,57504,1
JPM Chase Bank,0,Brown Deer Branch,2856,1921-01-01,8800 West Brown Deer Road,Milwaukee,Milwaukee,WI,53224,20201,22075,25565,26565,28824,28746,30680,1
JPM Chase Bank,0,Browncroft Branch,1076,1951-11-19,245 Merchants Road,Rochester,Monroe,NY,14609,23973,24064,27297,27367,29485,30504,32662,1
JPM Chase Bank,0,Brownsburg Branch,2968,1973-11-28,1000 East Main Street,Brownsburg,Hendricks,IN,46112,55411,59505,62785,69418,70883,76310,80623,1
JPM Chase Bank,0,Brownsville Branch,486,1903-06-29,1697 Pitkin Avenue,Brooklyn,Kings,NY,11212,26608,30392,31188,33872,34058,35972,40730,1
JPM Chase Bank,0,Brunswick Branch,1620,1976-03-15,3191 Center Road Se,Brunswick,Medina,OH,44212,33752,40939,47822,55619,61039,65902,75655,1
JPM Chase Bank,0,Bryant and 2nd Branch,3272,1976-04-05,300 South Bryant Avenue,Edmond,Oklahoma,OK,73034,94023,107595,113650,123366,130037,143129,156022,1
JPM Chase Bank,0,Buckeye And16th Street Branch,2429,1964-09-14,1528 East Buckeye Road,Phoenix,Maricopa,AZ,85034,28297,27775,26569,27648,29084,33353,35823,1
JPM Chase Bank,0,Buckeye Branch,2415,1954-11-15,402 Monroe Avenue,Buckeye,Maricopa,AZ,85326,77689,78517,84900,86839,89189,85675,87678,1
JPM Chase Bank,0,Buckhannon Main Branch,1802,1932-11-19,32 East Main Street,Buckhannon,Upshur,WV,26201,115302,116572,121027,121470,123212,124250,123250,1
JPM Chase Bank,0,Bucktown Banking Center Branch,3339,2003-11-19,1849 West North Avenue,Chicago,Cook,IL,60622,42322,57275,67123,79411,82739,94857,112433,1
JPM Chase Bank,0,Buffalo Gap Branch,2373,1993-03-05,3250 Rebecca Lane,Abilene,Taylor,TX,79606,26222,27882,30777,60831,42488,57406,57170,1
JPM Chase Bank,0,Bullhead City Branch,2466,1972-02-07,1465 Palma Way,Bullhead City,Mohave,AZ,86442,92375,99317,105343,109122,114451,115530,122859,1
JPM Chase Bank,0,Burbank Albertsons Branch,2405,2001-05-30,9960 Bluebonnet Boulevard,Baton Rouge,East Baton Rouge,LA,70810,12023,14505,17277,20368,24295,24791,26445,1
JPM Chase Bank,0,Burlingame 44th Branch,2820,1989-10-23,"1825 44th Street, Southwest",Wyoming,Kent,MI,49509,28541,29254,34602,36945,38932,112701,56609,1
JPM Chase Bank,0,Burlington Chestnut Branch,2907,1891-01-01,189 East Chestnut Street,Burlington,Racine,WI,53105,33490,37229,38950,43989,47983,52672,53148,1
JPM Chase Bank,0,Burlington Wildcat Branch,1723,1983-01-03,1750 Wildcat Blvd,Burlington,Boone,KY,41005,12253,12721,16133,15569,17042,19859,21559,1
JPM Chase Bank,0,Burnside Avenue Branch,15,1922-02-14,5 West Burnside Avenue,Bronx,Bronx,NY,10453,39888,42546,43800,45867,51363,56693,62993,1
JPM Chase Bank,0,Burton Heights Branch,2748,1956-12-17,G-4085 S Saginaw Street,Burton,Genesee,MI,48529,47192,47057,46052,47470,47038,47895,48653,1
JPM Chase Bank,0,Busha Highway Branch,2725,1975-10-06,1650 Busha Highway,Marysville,St. Clair,MI,48040,50718,49062,55319,58560,59948,78449,60317,1
JPM Chase Bank,0,Bushwick Branch,487,1904-07-01,819 Grand Street,Brooklyn,Kings,NY,11211,80934,93327,101083,106129,109817,126775,139762,1
JPM Chase Bank,0,Butler Branch,2875,1947-02-17,12701 West Hampton Avenue,Butler,Waukesha,WI,53007,49281,48689,48674,52221,53590,55746,59030,1
JPM Chase Bank,0,By-Pass Plaza Branch,1799,1914-07-24,4140 Robert C Byrd Drive,Beckley,Raleigh,WV,25802,48926,51989,54800,51703,53156,55637,57758,1
JPM Chase Bank,0,Byron Branch,2749,1959-04-01,136 South Saginaw Street,Byron,Shiawassee,MI,48418,18861,18157,18403,19073,19685,20866,23812,1
JPM Chase Bank,0,Cable Road Branch,1730,1965-03-01,750 North Cable Road,Lima,Allen,OH,45805,39589,44426,48667,48996,54687,53016,59866,1
JPM Chase Bank,0,Cactus and 32nd Street Branch,2496,1978-09-18,12038 North 32nd Street,Phoenix,Maricopa,AZ,85028,92467,92205,100900,115699,116751,125314,128340,1
JPM Chase Bank,0,Cactus and 75th Ave Frys Branch,2562,1988-06-30,7455 West Cactus Road,Peoria,Maricopa,AZ,85345,12273,12031,13551,15353,17363,19357,20818,1
JPM Chase Bank,0,Cactus-Tatum Branch,2509,1981-02-09,12240 North Tatum Boulevard,Phoenix,Maricopa,AZ,85032,163527,178021,190736,195378,196388,209472,231273,1
JPM Chase Bank,0,Calcutta Branch,1667,1981-06-08,15688 State Route 170,East Liverpool,Columbiana,OH,43920,30466,31246,36424,37520,39054,39169,39856,1
JPM Chase Bank,0,Calumet Branch,3048,1967-09-01,2301 North Calumet Avenue,Valparaiso,Porter,IN,46383,70495,81218,91098,105882,132702,131511,144532,1
JPM Chase Bank,0,Camelback and 44th Street Branch,2434,1961-12-18,4401 East Camelback Road,Phoenix,Maricopa,AZ,85018,182481,189831,194090,201376,224536,259378,270293,1
JPM Chase Bank,0,Camelback and 59th Avenue Branch,2422,1960-05-23,5740 West Camelback Road,Glendale,Maricopa,AZ,85301,65135,70539,70871,72814,70809,75869,78443,1
JPM Chase Bank,0,Camelback And16th Street Branch,2427,1956-04-16,5041 North 16th Street,Phoenix,Maricopa,AZ,85016,88942,92032,108805,127857,125134,137805,122655,1
JPM Chase Bank,0,Camino Seco-Broadway Branch,2487,1976-03-29,8701 East Broadway Boulevard,Tucson,Pima,AZ,85710,94615,97677,106500,114943,115001,120347,127927,1
JPM Chase Bank,0,Camp Verde Branch,2529,1988-01-25,402 Finnie Flats Road,Camp Verde,Yavapai,AZ,86322,53031,47172,51289,53058,52426,53222,57820,1
JPM Chase Bank,0,Campbell Centre Branch,1391,1979-01-02,6251 Greenville Avenue,Dallas,Dallas,TX,75206,66644,74410,85004,97742,105765,127417,122098,1
JPM Chase Bank,0,Campbell-Grant Branch,2447,1957-10-07,2465 North Campbell Avenue,Tucson,Pima,AZ,85719,68524,81118,70058,75176,78685,81076,96354,1
JPM Chase Bank,0,Campbell/Irvington Branch,2577,1998-02-25,2001 E Irvington Road,Tucson,Pima,AZ,85714,6109,6264,7726,8818,8483,9211,10255,1
JPM Chase Bank,0,Canal Winchester Branch,1553,1977-06-01,8 South High Street,Canal Winchester,Franklin,OH,43110,37579,39181,41573,43968,47388,56408,58139,1
JPM Chase Bank,0,Canandaigua Branch,1057,1948-02-28,130 South Main Street,Canandaigua,Ontario,NY,14424,58078,59664,62347,65696,67632,68472,72775,1
JPM Chase Bank,0,Canfield Branch,1661,1970-11-30,34 North Broad Street,Canfield,Mahoning,OH,44406,36224,38133,42587,48348,58722,59076,65382,1
JPM Chase Bank,0,Canton 30th Street Branch,1638,1966-11-11,"1401 30th Street, N.W.",Canton,Stark,OH,44709,36605,37073,39660,39937,42680,43524,45257,1
JPM Chase Bank,0,Canton Central Plaza Branch,1634,1863-08-08,"101 Central Plaza, South",Canton,Stark,OH,44702,38227,38517,38194,40388,42457,42712,42042,1
JPM Chase Bank,0,Capital Plaza Branch,2233,1961-01-03,5407 N I H 35,Austin,Travis,TX,78723,93126,96775,109794,111730,119368,127590,140864,1
JPM Chase Bank,0,Capitol Branch,2314,1972-01-01,6816 Capitol,Houston,Harris,TX,77011,56652,57735,66208,72380,77354,87289,89850,1
JPM Chase Bank,0,Capitol Branch,2926,1999-01-15,22 East Mifflin Street,Madison,Dane,WI,53703,39131,49714,57242,76750,94139,113507,157361,1
JPM Chase Bank,0,Cardinal-Valencia Branch,2518,1982-12-13,2920 West Valencia Road,Tucson,Pima,AZ,85746,36443,36341,39072,42305,43162,46147,48699,1
JPM Chase Bank,0,Carefree Branch,2416,1963-11-11,7206 E Wampum Way,Carefree,Maricopa,AZ,85377,109277,118074,122861,134441,146003,161810,179433,1
JPM Chase Bank,0,Carencro Branch,2095,1965-03-27,4506 N University Avenue,Carencro,Lafayette,LA,70520,29304,31944,36904,42324,40890,44498,44882,1
JPM Chase Bank,0,Carle Place Branch,852,1970-06-22,267 Old Country Road,Carle Place,Nassau,NY,11514,162061,145166,149805,159280,160835,182550,188355,1
JPM Chase Bank,0,Carmel Branch,2958,1974-05-22,200 East Carmel Drive,Carmel,Hamilton,IN,46032,114664,128164,147021,167913,173152,187716,216591,1
JPM Chase Bank,0,Carnegie Hill Branch,1515,2004-06-07,181 East 90th Street,New York City,New York,NY,10128,111217,128651,152160,181587,187661,202143,232124,1
JPM Chase Bank,0,Carol Stream Branch,1907,1978-05-22,411 South Schmale Road,Carol Stream,DuPage,IL,60188,202181,216748,240347,266012,288827,340716,344306,1
JPM Chase Bank,0,Carroll Gardens Branch,34,1913-06-09,79 Hamilton Avenue,Brooklyn,Kings,NY,11231,46199,51254,54859,70898,69824,77536,79441,1
JPM Chase Bank,0,Carrollton Branch,2134,1949-09-26,2331 S Carrollton Avenue,New Orleans,Orleans,LA,70118,112053,111923,116512,131264,140919,149443,154043,1
JPM Chase Bank,0,Carter Road Branch,3220,1967-08-21,1350 Carter Road,Owensboro,Daviess,KY,42301,57556,42738,30523,32110,32244,32075,35790,1
JPM Chase Bank,0,Cary Branch,1976,1992-07-01,300 Northwest Highway,Cary,McHenry,IL,60013,68805,72733,80745,89523,94380,106398,114522,1
JPM Chase Bank,0,Casa Blanca Branch,2458,1969-06-09,6000 North Oracle Road,Tucson,Pima,AZ,85704,104294,105977,110421,118955,122614,128920,135668,1
JPM Chase Bank,0,Casa Grande Branch,2491,1976-07-12,1201 East Florence Boulevard,Casa Grande,Pinal,AZ,85122,133102,132647,147866,147189,139922,151555,184550,1
JPM Chase Bank,0,Casa Linda Branch,1387,1962-05-14,9409 Garland Road,Dallas,Dallas,TX,75218,205330,193814,207027,216685,232796,237195,252313,1
JPM Chase Bank,0,Casa View Branch,1402,1958-10-01,2325 Gus Thomasson Road,Dallas,Dallas,TX,75228,69644,73297,79461,81646,82626,84853,90426,1
JPM Chase Bank,0,Castell Motor Bank Branch,1419,1881-09-01,300 South Castell Avenue,New Braunfels,Comal,TX,78130,158712,151012,145348,156319,155094,153938,159978,1
JPM Chase Bank,0,Castle Hill Branch,12,1965-12-11,784 Castle Hill Avenue,Bronx,Bronx,NY,10473,75131,80172,82333,94538,97046,107166,110592,1
JPM Chase Bank,0,Cave Creek and Hatcher Frys Bking Ctr Branch,3324,2003-08-13,850 East Hatcher,Phoenix,Maricopa,AZ,85020,6550,7237,9227,10414,11047,11598,12917,1
JPM Chase Bank,0,Cedar Branch,2834,1980-12-29,9104 Kasson Street,Cedar,Leelanau,MI,49621,13654,13217,14888,17786,20000,22619,22032,1
JPM Chase Bank,0,Cedar Lake Branch,2987,1970-06-30,9717 W 133rd Ave,Cedar Lake,Lake,IN,46303,33492,33871,35170,37657,40064,41716,45381,1
JPM Chase Bank,0,Cedar Springs Branch,2797,1955-07-01,7 Main Street,Cedar Springs,Kent,MI,49319,27675,30848,31733,32107,33728,41709,43836,1
JPM Chase Bank,0,Cedar-Fairmount Branch,1596,1988-07-02,12388 Cedar Road,Cleveland Heights,Cuyahoga,OH,44106,50497,58691,71510,77179,90113,117761,138319,1
JPM Chase Bank,0,Celina Branch,1742,1889-01-01,205 West Market Street,Celina,Mercer,OH,45822,25957,25309,26523,27220,29147,31949,33533,1
JPM Chase Bank,0,Center Moriches Drive-In Branch,1285,1997-07-01,405 Main Street,Center Moriches,Suffolk,NY,11934,0,0,0,0,0,0,0,1
